Date,纳指ETF,沪深300ETF,黄金ETF,权重合计
2024-04-29,0.0,0.455038636376594,0.544961363623406,1.0
2024-04-30,0.0,0.4729619353753973,0.5270380646246027,1.0
2024-05-06,0.0,0.5596207706311733,0.4403792293688267,1.0
2024-05-07,0.0,0.5864833022988408,0.4135166977011592,1.0
2024-05-08,0.0,0.7758476569534631,0.2241523430465369,1.0
2024-05-09,0.0,1.0,0.0,1.0
2024-05-10,0.0,0.9722348922429017,0.027765107757098284,1.0
2024-05-13,0.0,1.0,0.0,1.0
2024-05-14,0.07977581249405255,0.9202241875059475,0.0,1.0
2024-05-15,0.0,1.0,0.0,1.0
2024-05-16,0.34332328576575516,0.6388689888245079,0.017807725409736932,1.0
2024-05-17,0.4292050483826145,0.5707949516173855,0.0,1.0
2024-05-20,0.4273773854210894,0.44199090156798554,0.13063171301092494,0.9999999999999998
2024-05-21,0.5311821316732741,0.4066391954316291,0.062178672895096904,1.0
2024-05-22,0.5904099558266181,0.38193940629637724,0.027650637877004544,0.9999999999999999
2024-05-23,0.7086660971215292,0.2821955700018399,0.009138332876631008,1.0
2024-05-24,0.5940711506774939,0.28605645875214275,0.11987239057036324,0.9999999999999999
2024-05-27,0.584423610440005,0.33784395118889565,0.07773243837109935,1.0
2024-05-28,0.7447362782530754,0.1971500252706927,0.0581136964762319,1.0
2024-05-29,0.8024169368033119,0.12655957190234313,0.07102349129434486,0.9999999999999999
2024-05-30,0.9247537411195931,0.0,0.07524625888040701,1.0
2024-05-31,0.8320313778155065,0.0,0.16796862218449346,1.0
2024-06-03,0.8721568123076774,0.0,0.12784318769232256,1.0
2024-06-04,0.7401307594396888,0.0,0.25986924056031113,0.9999999999999999
2024-06-05,0.8053956622975107,0.0,0.1946043377024893,1.0
2024-06-06,0.7330330949398443,0.0,0.26696690506015575,1.0
2024-06-07,0.9095603856084468,0.0,0.09043961439155333,1.0
2024-06-11,1.0,0.0,0.0,1.0
2024-06-12,1.0,0.0,0.0,1.0
2024-06-13,1.0,0.0,0.0,1.0
2024-06-14,1.0,0.0,0.0,1.0
2024-06-17,1.0,0.0,0.0,1.0
2024-06-18,1.0,0.0,0.0,1.0
2024-06-19,1.0,0.0,0.0,1.0
2024-06-20,1.0,0.0,0.0,1.0
2024-06-21,0.9452513163295603,0.0,0.054748683670439786,1.0
2024-06-24,1.0,0.0,0.0,1.0
2024-06-25,1.0,0.0,0.0,1.0
2024-06-26,1.0,0.0,0.0,1.0
2024-06-27,1.0,0.0,0.0,1.0
2024-06-28,1.0,0.0,0.0,1.0
2024-07-01,1.0,0.0,0.0,1.0
2024-07-02,0.9675552758959944,0.0,0.032444724104005604,1.0
2024-07-03,1.0,0.0,0.0,1.0
2024-07-04,0.9196094398924874,0.0,0.08039056010751251,1.0
2024-07-05,1.0,0.0,0.0,1.0
2024-07-08,1.0,0.0,0.0,1.0
2024-07-09,0.7482852406310744,0.0,0.25171475936892557,1.0
2024-07-10,0.6846454085500585,0.0,0.3153545914499416,1.0
2024-07-11,0.6315675417915197,0.0,0.3684324582084803,1.0
2024-07-12,0.3442666479010361,0.0,0.6557333520989639,1.0
2024-07-15,0.4606691459092233,0.0,0.5393308540907767,1.0
2024-07-16,0.347232248568702,0.0,0.6527677514312981,1.0
2024-07-17,0.25521414436067746,0.054760896532809474,0.6900249591065131,1.0
2024-07-18,0.11127504767064392,0.27464802652802905,0.6140769258013271,1.0
2024-07-19,0.1678271100221596,0.6592636218474476,0.17290926813039284,1.0
2024-07-22,0.13007602002292676,0.46282585844256346,0.4070981215345098,1.0
2024-07-23,0.41848785852313897,0.18064323740201968,0.4008689040748412,0.9999999999999999
2024-07-24,0.0,0.0,1.0,1.0
2024-07-25,0.0,0.0,1.0,1.0
2024-07-26,0.0,0.0,1.0,1.0
2024-07-29,0.0,0.0,1.0,1.0
2024-07-30,0.0,0.0,1.0,1.0
2024-07-31,0.0,0.26230523667767686,0.7376947633223232,1.0
2024-08-01,0.0,0.13658118126623442,0.8634188187337656,1.0
2024-08-02,0.0,0.0,1.0,1.0
2024-08-05,0.0,0.0,0.0,0.0
2024-08-06,0.0,0.0,0.0,0.0
2024-08-07,0.0,0.0,0.0,0.0
2024-08-08,0.0,0.0,0.0,0.0
2024-08-09,0.0,0.0,0.0,0.0
2024-08-12,0.0,0.0,1.0,1.0
2024-08-13,0.0,0.0,0.0,0.0
2024-08-14,0.0,0.0,0.0,0.0
2024-08-15,0.0,0.0,0.0,0.0
2024-08-16,0.2692866437029703,0.0,0.7307133562970297,1.0
2024-08-19,0.0,0.0,1.0,1.0
2024-08-20,0.026884396308786696,0.0,0.9731156036912133,1.0
2024-08-21,0.35856411241850855,0.0,0.6414358875814914,1.0
2024-08-22,0.292071398380582,0.0,0.7079286016194181,1.0
2024-08-23,0.292504729958957,0.0,0.707495270041043,1.0
2024-08-26,0.19425024027805385,0.0,0.8057497597219461,0.9999999999999999
2024-08-27,0.20276840071633315,0.0,0.7972315992836668,1.0
2024-08-28,0.2135342439905781,0.0,0.7864657560094219,1.0
2024-08-29,0.0,0.0,1.0,1.0
2024-08-30,0.6391078435091604,0.0,0.36089215649083967,1.0
2024-09-02,0.5850060960620705,0.0,0.4149939039379294,1.0
2024-09-03,0.41400941203126446,0.0,0.5859905879687356,1.0
2024-09-04,0.1963578974181234,0.0,0.8036421025818765,0.9999999999999999
2024-09-05,0.2623449864089834,0.0,0.7376550135910166,1.0
2024-09-06,0.1858565353973388,0.0,0.8141434646026612,1.0
2024-09-09,0.08118670623947595,0.0,0.918813293760524,1.0
2024-09-10,0.0,0.0,1.0,1.0
2024-09-11,0.0,0.0,1.0,1.0
2024-09-12,0.041323719959910764,0.0,0.9586762800400892,1.0
2024-09-13,0.0,0.0,1.0,1.0
2024-09-18,0.0,0.0,1.0,1.0
2024-09-19,0.0,0.0,1.0,1.0
2024-09-20,0.0,0.0,1.0,1.0
2024-09-23,0.0,0.0,1.0,1.0
2024-09-24,0.0,0.13610977846561764,0.8638902215343823,1.0
2024-09-25,0.0,0.24497892651691555,0.7550210734830846,1.0
2024-09-26,0.02470286795741527,0.41239519051584256,0.5629019415267421,1.0
2024-09-27,0.0,0.5781378626187331,0.42186213738126693,1.0
2024-09-30,0.01774917923724048,0.6260732079130031,0.35617761284975646,1.0
2024-10-08,0.0,0.6291648786655036,0.37083512133449636,1.0
2024-10-09,0.007898387425961625,0.5788243946621011,0.4132772179119373,1.0
2024-10-10,0.059467396008551165,0.5298412344401733,0.41069136955127555,1.0
2024-10-11,0.3188990050750545,0.2874894104171276,0.3936115845078179,1.0
2024-10-14,0.29954341023134223,0.30018246167276486,0.40027412809589297,1.0
2024-10-15,0.3433443710764566,0.27229828830731123,0.3843573406162322,1.0
2024-10-16,0.2723790661257558,0.2486311907817389,0.4789897430925052,0.9999999999999999
2024-10-17,0.2908919126314549,0.23810975964736544,0.4709983277211797,1.0
2024-10-18,0.23534496606609911,0.2872562814161726,0.4773987525177283,1.0
2024-10-21,0.13782516563743155,0.2940009636626158,0.5681738706999525,0.9999999999999999
2024-10-22,0.09649886262191588,0.34831654096147013,0.555184596416614,1.0
2024-10-23,0.14603408490232467,0.3107003781490912,0.5432655369485841,1.0
2024-10-24,0.046279959577029475,0.3700152128155937,0.5837048276073769,1.0
2024-10-25,0.06292752333796969,0.40058423167233764,0.5364882449896926,1.0
2024-10-28,0.11418620039951517,0.394803228738498,0.49101057086198685,1.0
2024-10-29,0.13306100536656498,0.2964932416857413,0.5704457529476938,1.0
2024-10-30,0.22316912437685166,0.23255211502836404,0.5442787605947843,1.0
2024-10-31,0.08693272928490048,0.2372002767607662,0.6758669939543334,1.0
2024-11-01,0.19232078679617956,0.10661724042884906,0.7010619727749714,1.0
2024-11-04,0.28286934795556207,0.0,0.7171306520444378,0.9999999999999999
2024-11-05,0.29509987996539444,0.0,0.7049001200346056,1.0
2024-11-06,0.2712943777265808,0.1124873874024333,0.6162182348709859,1.0
2024-11-07,0.39869184519092543,0.24390255957785914,0.35740559523121546,1.0
2024-11-08,0.4091210916230432,0.30935966902990797,0.2815192393470488,1.0
2024-11-11,0.49978044823516254,0.28325726524068345,0.21696228652415409,1.0
2024-11-12,0.4511431961778926,0.518951918281805,0.029904885540302528,1.0000000000000002
2024-11-13,0.45396211539321824,0.5460378846067817,0.0,1.0
2024-11-14,0.45433804722622817,0.5456619527737718,0.0,1.0
2024-11-15,0.7816121714305442,0.21838782856945582,0.0,1.0
2024-11-18,0.80975162006407,0.19024837993593002,0.0,1.0
2024-11-19,0.8536420463661533,0.14635795363384677,0.0,1.0
2024-11-20,0.8984495871780505,0.10155041282194952,0.0,1.0
2024-11-21,0.7340743202710545,0.26592567972894565,0.0,1.0
2024-11-22,0.9313056799044181,0.0,0.06869432009558189,1.0
2024-11-25,1.0,0.0,0.0,1.0
2024-11-26,1.0,0.0,0.0,1.0
2024-11-27,0.8890937584640074,0.1109062415359926,0.0,1.0
2024-11-28,1.0,0.0,0.0,1.0
2024-11-29,0.9209198090177559,0.07908019098224407,0.0,1.0
2024-12-02,0.9809153970337363,0.019084602966263752,0.0,1.0
2024-12-03,1.0,0.0,0.0,1.0
2024-12-04,1.0,0.0,0.0,1.0
2024-12-05,0.8547951877702468,0.0,0.1452048122297532,1.0
2024-12-06,0.966062518147207,0.0,0.033937481852793015,1.0
2024-12-09,0.9126165410743754,0.0,0.0873834589256247,1.0
2024-12-10,0.6403888713864662,0.0,0.3596111286135339,1.0
2024-12-11,0.5894384662534806,0.0,0.41056153374651944,1.0
2024-12-12,0.47639770060770276,0.0,0.5236022993922972,1.0
2024-12-13,0.6177237917740116,0.0,0.3822762082259884,1.0
2024-12-16,0.777473117807834,0.0,0.22252688219216607,1.0
2024-12-17,0.884481952909078,0.0,0.1155180470909219,1.0
2024-12-18,0.889886344093954,0.0,0.11011365590604605,1.0
2024-12-19,1.0,0.0,0.0,1.0
2024-12-20,0.6955847644681639,0.3044152355318361,0.0,1.0
2024-12-23,0.609397677308369,0.2950657721253073,0.09553655056632358,0.9999999999999999
2024-12-24,0.4677968432043582,0.3602785015963909,0.17192465519925093,1.0
2024-12-25,0.6232186090116487,0.2710909279605921,0.10569046302775924,1.0
2024-12-26,0.5524569053525897,0.29142991170188765,0.15611318294552265,1.0
2024-12-27,0.6846521054817853,0.24120276111190092,0.07414513340631378,1.0
2024-12-30,0.5744285961208471,0.23092572635478875,0.19464567752436424,1.0
2024-12-31,1.0,0.0,0.0,1.0
2025-01-02,0.683043344046372,0.0,0.31695665595362793,1.0
2025-01-03,0.4180271863148986,0.0,0.5819728136851013,1.0
2025-01-06,0.6021778408536248,0.0,0.3978221591463753,1.0
2025-01-07,0.5465827378047821,0.0,0.4534172621952179,1.0
2025-01-08,0.5115977445595367,0.0,0.4884022554404633,1.0
2025-01-09,0.5563352566875165,0.0,0.44366474331248346,1.0
2025-01-10,0.3121284667052528,0.0,0.6878715332947473,1.0
2025-01-13,0.0,0.0,1.0,1.0
2025-01-14,0.0,0.0,1.0,1.0
2025-01-15,0.0,0.0,1.0,1.0
2025-01-16,0.0,0.0,1.0,1.0
2025-01-17,0.015973384012117474,0.0,0.9840266159878825,1.0
2025-01-20,0.2295238592925035,0.0,0.7704761407074965,1.0
2025-01-21,0.0,0.0,1.0,1.0
2025-01-22,0.05975269389852669,0.0,0.9402473061014733,1.0
2025-01-23,0.0,0.0,1.0,1.0
2025-01-24,0.0,0.0,1.0,1.0
2025-01-27,0.0,0.0,1.0,1.0
2025-02-05,0.0,0.0,1.0,1.0
2025-02-06,0.0008279148910466404,0.0,0.9991720851089533,0.9999999999999999
2025-02-07,0.0,0.22947799499807475,0.7705220050019252,1.0
2025-02-10,0.0,0.31184362668172616,0.6881563733182738,1.0
2025-02-11,0.0,0.2686538539302392,0.7313461460697607,0.9999999999999999
2025-02-12,0.0,0.30856319636964624,0.6914368036303536,0.9999999999999999
2025-02-13,0.0,0.30245585540121717,0.6975441445987828,1.0
2025-02-14,0.0,0.3574923744643785,0.6425076255356216,1.0
2025-02-17,0.007838854304949655,0.5346744632552708,0.45748668243977947,1.0
2025-02-18,0.2231915073510623,0.3844629529800321,0.3923455396689056,1.0
2025-02-19,0.1257787834426333,0.33342778420373137,0.5407934323536353,1.0
2025-02-20,0.1057161017527808,0.37036518125335266,0.5239187169938666,1.0
2025-02-21,0.0,0.515819634628263,0.4841803653717371,1.0
2025-02-24,0.0,0.4785449538468636,0.5214550461531363,0.9999999999999999
2025-02-25,0.0,0.34800116289439037,0.6519988371056096,1.0
2025-02-26,0.0,0.43936255771212457,0.5606374422878755,1.0
2025-02-27,0.0,0.5888994627995122,0.4111005372004878,1.0
2025-02-28,0.0,0.4489877640306092,0.5510122359693908,1.0
2025-03-03,0.0,0.3319019680200559,0.668098031979944,0.9999999999999999
2025-03-04,0.0,0.34729978093704217,0.6527002190629579,1.0
2025-03-05,0.0,0.611748542699368,0.388251457300632,1.0
2025-03-06,0.0,0.572456471589162,0.42754352841083804,1.0
2025-03-07,0.0,0.4411628361880197,0.5588371638119802,1.0
2025-03-10,0.0,0.6280227818672507,0.3719772181327493,1.0
2025-03-11,0.0,1.0,0.0,1.0
2025-03-12,0.0,1.0,0.0,1.0
2025-03-13,0.0,0.3748283715062209,0.6251716284937792,1.0
2025-03-14,0.0,0.580588134755048,0.419411865244952,1.0
2025-03-17,0.0,0.24992081865799728,0.7500791813420027,1.0
2025-03-18,0.0,0.37486769576110535,0.6251323042388947,1.0
2025-03-19,0.0,0.3112547749272674,0.6887452250727326,1.0
2025-03-20,0.0,0.2605958932573376,0.7394041067426624,1.0
2025-03-21,0.0,0.0,1.0,1.0
2025-03-24,0.0,0.0,1.0,1.0
2025-03-25,0.0,0.06156594833120505,0.9384340516687949,1.0
2025-03-26,0.0,0.0,1.0,1.0
2025-03-27,0.0,0.0,1.0,1.0
2025-03-28,0.0,0.03983515320184545,0.9601648467981546,1.0
2025-03-31,0.0,0.012624012693260833,0.9873759873067391,1.0
2025-04-01,0.0,0.01717361395935887,0.9828263860406411,1.0
2025-04-02,0.0,0.0,1.0,1.0
2025-04-03,0.0,0.0,1.0,1.0
2025-04-07,0.0,0.0,1.0,1.0
2025-04-08,0.0,0.0,1.0,1.0
2025-04-09,0.0,0.0,1.0,1.0
2025-04-10,0.032695876496077574,0.0,0.9673041235039225,1.0
2025-04-11,0.015062430977588814,0.0,0.9849375690224111,1.0
2025-04-14,0.026690628594106508,0.0,0.9733093714058935,1.0
2025-04-15,0.0,0.0,1.0,1.0
2025-04-16,0.0,0.0,1.0,1.0
2025-04-17,0.0,0.0,1.0,1.0
2025-04-18,0.0,0.0,1.0,1.0
2025-04-21,0.0,0.0,1.0,1.0
2025-04-22,0.0,0.0,1.0,1.0
2025-04-23,0.0,0.0,1.0,1.0
2025-04-24,0.0,0.0,1.0,1.0
2025-04-25,0.0,0.0,1.0,1.0
2025-04-28,0.0,0.0,1.0,1.0
2025-04-29,0.21945037592926098,0.0,0.7805496240707389,0.9999999999999999
2025-04-30,0.15165282170533284,0.0,0.8483471782946671,1.0
2025-05-06,0.13421778472714463,0.0,0.8657822152728554,1.0
2025-05-07,0.24417401839341601,0.0,0.7558259816065841,1.0
2025-05-08,0.24115757548878097,0.5580750019368832,0.20076742257433586,1.0
2025-05-09,0.22654833490117102,0.5639033783598938,0.20954828673893516,1.0
2025-05-12,0.29769670684769983,0.5738337520013588,0.12846954115094147,1.0000000000000002
2025-05-13,0.2596840601737392,0.6642539617385285,0.07606197808773232,1.0
2025-05-14,0.36622127904353835,0.6226713435671226,0.011107377389338913,0.9999999999999998
2025-05-15,0.41292056340064276,0.5870794365993571,0.0,0.9999999999999999
2025-05-16,0.5072539417027073,0.4927460582972927,0.0,1.0
2025-05-19,0.5750711825767456,0.4249288174232543,0.0,0.9999999999999999
2025-05-20,0.5684493534674924,0.43155064653250774,0.0,1.0
2025-05-21,0.5503677582476627,0.44963224175233724,0.0,1.0
2025-05-22,0.5647827582131176,0.43521724178688237,0.0,1.0
2025-05-23,0.6286131921940997,0.37138680780590033,0.0,1.0
2025-05-26,0.6604829491659756,0.3395170508340243,0.0,0.9999999999999999
2025-05-27,0.767355684343986,0.23264431565601387,0.0,0.9999999999999999
2025-05-28,0.769365870087174,0.230634129912826,0.0,1.0
2025-05-29,0.7152315209930573,0.2847684790069427,0.0,1.0
2025-05-30,0.6342862491267796,0.36571375087322056,0.0,1.0
2025-06-03,0.631958567899004,0.3496779989883895,0.018363433112606492,0.9999999999999999
2025-06-04,0.6915620545677329,0.30843794543226705,0.0,1.0
2025-06-05,0.7154066448356813,0.2845933551643187,0.0,1.0
2025-06-06,0.748352206586288,0.251647793413712,0.0,1.0
2025-06-09,0.6910566716408059,0.3089433283591941,0.0,1.0
2025-06-10,0.8903022381329142,0.0,0.1096977618670858,1.0
2025-06-11,0.6767188680290818,0.09692648473042671,0.22635464724049148,1.0
2025-06-12,0.1542156513963298,0.0,0.8457843486036701,1.0
2025-06-13,0.0,0.0,1.0,1.0
2025-06-16,0.08505103545253903,0.016127162962364446,0.8988218015850965,1.0
2025-06-17,0.3232467843409173,0.06101979341055264,0.61573342224853,1.0
2025-06-18,0.08614734360586818,0.0,0.9138526563941318,1.0
2025-06-19,0.6114933654091579,0.0,0.3885066345908421,1.0
2025-06-20,1.0,0.0,0.0,1.0
2025-06-23,0.8936293657880744,0.0,0.10637063421192562,1.0
2025-06-24,0.5477903275589567,0.4522096724410434,0.0,1.0
2025-06-25,0.3175102605604434,0.6286808956760729,0.053808843763483626,0.9999999999999999
2025-06-26,0.28634622701871015,0.6449393169331444,0.0687144560481455,1.0
2025-06-27,0.3466743646706484,0.568663223503926,0.08466241182542567,1.0
2025-06-30,0.5784204721598613,0.42157952784013875,0.0,1.0
2025-07-01,0.5081610656076609,0.491838934392339,0.0,1.0
2025-07-02,0.4843728361017957,0.5156271638982043,0.0,1.0
2025-07-03,0.4952037454921729,0.5047962545078272,0.0,1.0
2025-07-04,0.5232401103078375,0.4767598896921624,0.0,0.9999999999999998
2025-07-07,0.5640954083642817,0.4359045916357184,0.0,1.0
2025-07-08,0.4623102004937436,0.5376897995062564,0.0,1.0
2025-07-09,0.46225565321335943,0.5377443467866405,0.0,1.0
2025-07-10,0.49582829708614046,0.5041717029138596,0.0,1.0
2025-07-11,0.48108301701522105,0.518916982984779,0.0,1.0
2025-07-14,0.40857449422530706,0.591425505774693,0.0,1.0
2025-07-15,0.4531921874018928,0.5468078125981072,0.0,1.0
2025-07-16,0.4531540219147233,0.5468459780852767,0.0,1.0
2025-07-17,0.4266636052535131,0.573336394746487,0.0,1.0
2025-07-18,0.4254000463468146,0.5745999536531853,0.0,0.9999999999999999
2025-07-21,0.42614261515839713,0.5738573848416029,0.0,1.0
2025-07-22,0.3450837587682691,0.5496764547227508,0.10523978650898003,1.0
2025-07-23,0.33916972334948275,0.50436075781523,0.15646951883528723,1.0
2025-07-24,0.3261196244288971,0.6534850115244344,0.020395364046668606,1.0
2025-07-25,0.26479607646685616,0.6553813959656815,0.07982252756746248,1.0
2025-07-28,0.29160843024707306,0.6366555837316119,0.07173598602131512,1.0
2025-07-29,0.3304785020332323,0.6695214979667677,0.0,1.0
2025-07-30,0.32284380797570034,0.6771561920242997,0.0,1.0
2025-07-31,0.584887852690289,0.415112147309711,0.0,1.0
2025-08-01,0.42167465952466265,0.5783253404753373,0.0,1.0
2025-08-04,0.12498252985407013,0.6503523081301376,0.22466516201579223,0.9999999999999999
2025-08-05,0.309520931257196,0.5621585835684857,0.1283204851743182,1.0
2025-08-06,0.2260796309414798,0.4872196647540141,0.28670070430450595,0.9999999999999998
2025-08-07,0.28143186138433324,0.47378891099953724,0.24477922761612958,1.0
2025-08-08,0.3520611013473157,0.37251535615582715,0.2754235424968571,0.9999999999999999
2025-08-11,0.5378340344521986,0.4621659655478013,0.0,0.9999999999999999
2025-08-12,0.39843492520404744,0.6015650747959526,0.0,1.0
2025-08-13,0.42605037342413077,0.5480612719050991,0.02588835467077014,1.0
2025-08-14,0.41348707080950536,0.528089748690348,0.058423180500146644,0.9999999999999999
2025-08-15,0.4045279106243522,0.5935680784187719,0.0019040109568757102,0.9999999999999999
2025-08-18,0.3437320506537161,0.656267949346284,0.0,1.0
2025-08-19,0.4102593401848251,0.589740659815175,0.0,1.0
2025-08-20,0.22227809397468862,0.7777219060253113,0.0,1.0
2025-08-21,0.25450000965702013,0.7454999903429799,0.0,1.0
2025-08-22,0.08237839799466895,0.917621602005331,0.0,1.0
2025-08-25,0.08313708644326483,0.8122437293140565,0.10461918424267871,1.0
2025-08-26,0.047428926666678556,0.716398323511997,0.23617274982132444,0.9999999999999999
2025-08-27,0.159509431384901,0.6090073830407208,0.23148318557437822,1.0
2025-08-28,0.0,0.7404669815485994,0.25953301845140064,1.0
2025-08-29,0.08669659629171221,0.6848776819990441,0.22842572170924383,1.0000000000000002
2025-09-01,0.10164288543248609,0.6492305351397437,0.24912657942777025,1.0
2025-09-02,0.0,0.6751594258090009,0.32484057419099915,1.0
2025-09-03,0.03718464811403411,0.5551359578877666,0.4076793939981992,0.9999999999999999
2025-09-04,0.0,0.5060706628641303,0.49392933713586984,1.0
2025-09-05,0.0634598046652594,0.5372972980003043,0.39924289733443624,1.0
2025-09-08,0.0,0.4314117851952135,0.5685882148047866,1.0
2025-09-09,0.0,0.3338094430908586,0.6661905569091414,1.0
2025-09-10,0.0,0.3332094339399065,0.6667905660600936,1.0
2025-09-11,0.0,0.41998258868359084,0.580017411316409,0.9999999999999999
2025-09-12,0.0,0.3363879140626575,0.6636120859373424,1.0
2025-09-15,0.0889647634260014,0.3082291829961481,0.6028060535778504,1.0
2025-09-16,0.13859940775597557,0.26557459356247115,0.5958259986815533,1.0
2025-09-17,0.2100516369939284,0.25308076856767797,0.5368675944383936,1.0
2025-09-18,0.2996639132547392,0.22858702894219857,0.47174905780306214,0.9999999999999998
2025-09-19,0.397268518658577,0.1278039651434047,0.47492751619801826,1.0
2025-09-22,0.4040921131006144,0.06304563413935461,0.532862252760031,1.0
2025-09-23,0.45182074227410957,0.0750339761454999,0.4731452815803905,1.0
2025-09-24,0.3177603722148336,0.17452971643645077,0.5077099113487156,1.0
2025-09-25,0.37246951913957765,0.14227556293700863,0.48525491792341374,1.0
2025-09-26,0.4162634452261471,0.06007751787020297,0.5236590369036498,0.9999999999999999
2025-09-29,0.5102344390441449,0.09432548905104002,0.39544007190481506,1.0
2025-09-30,0.49705893211420155,0.11568818345564762,0.38725288443015093,1.0
2025-10-09,0.4904525938750969,0.17914288091066036,0.3304045252142428,1.0
2025-10-10,0.5185937775191373,0.18831909149347312,0.2930871309873896,1.0
2025-10-13,0.4159234793792399,0.13940862824217604,0.444667892378584,1.0
2025-10-14,0.3936681555861247,0.1006757166404663,0.505656127773409,1.0
2025-10-15,0.3719040486805449,0.1672967342510785,0.4607992170683765,1.0
2025-10-16,0.36211327344511507,0.16436842092834497,0.47351830562653996,1.0
2025-10-17,0.31698990189409487,0.0,0.6830100981059052,1.0
2025-10-20,0.4375023994311435,0.030163279677265904,0.5323343208915906,1.0
2025-10-21,0.3773966251853847,0.08898370082158281,0.5336196739930326,1.0
2025-10-22,0.4825396905698332,0.10580717290496787,0.41165313652519886,0.9999999999999999
2025-10-23,0.5131493526660823,0.08648013336213387,0.40037051397178375,1.0
2025-10-24,0.22505857542478747,0.13765420280758345,0.6372872217676291,1.0
2025-10-27,0.3097708407335463,0.2864091227513041,0.4038200365151495,0.9999999999999999
2025-10-28,0.36464655363520465,0.3098394721744756,0.3255139741903197,1.0
2025-10-29,0.3595936410400533,0.35348119116246257,0.2869251677974841,1.0
2025-10-30,0.40124375770622916,0.3207302680589374,0.2780259742348335,1.0
2025-10-31,0.4783732926801417,0.17589891199733004,0.34572779532252823,1.0
2025-11-03,0.47794455041587275,0.13656130212151438,0.38549414746261285,1.0
2025-11-04,0.4071852810002445,0.18577969226189242,0.40703502673786296,0.9999999999999999
